,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
9051,Ludhiana,Weather,Foggy and Misty,Minor Injury,0.0
9052,Ludhiana,Weather,Foggy and Misty,Persons Killed,53.0
9053,Ludhiana,Weather,Foggy and Misty,Total number of Accidents,94.0
9054,Ludhiana,Weather,Foggy and Misty,Total Injured,20.0
9055,Ludhiana,Weather,Hail/Sleet,Greviously Injured,0.0
9056,Ludhiana,Weather,Hail/Sleet,Minor Injury,0.0
9057,Ludhiana,Weather,Hail/Sleet,Persons Killed,0.0
9058,Ludhiana,Weather,Hail/Sleet,Total number of Accidents,0.0
9059,Ludhiana,Weather,Hail/Sleet,Total Injured,0.0
9060,Ludhiana,Weather,Others,Greviously Injured,69.0
9061,Ludhiana,Weather,Others,Minor Injury,20.0
9062,Ludhiana,Weather,Others,Persons Killed,110.0
9063,Ludhiana,Weather,Others,Total number of Accidents,211.0
9064,Ludhiana,Weather,Others,Total Injured,89.0
9065,Ludhiana,Weather,Rainy,Greviously Injured,17.0
9066,Ludhiana,Weather,Rainy,Minor Injury,10.0
9067,Ludhiana,Weather,Rainy,Persons Killed,25.0
9068,Ludhiana,Weather,Rainy,Total number of Accidents,36.0
9069,Ludhiana,Weather,Rainy,Total Injured,27.0
9070,Ludhiana,Weather,Sunny/Clear,Greviously Injured,33.0
9071,Ludhiana,Weather,Sunny/Clear,Minor Injury,15.0
9072,Ludhiana,Weather,Sunny/Clear,Persons Killed,95.0
9073,Ludhiana,Weather,Sunny/Clear,Total number of Accidents,77.0
9074,Ludhiana,Weather,Sunny/Clear,Total Injured,48.0
9075,Madurai,Weather,Foggy and Misty,Greviously Injured,0.0
9076,Madurai,Weather,Foggy and Misty,Minor Injury,0.0
9077,Madurai,Weather,Foggy and Misty,Persons Killed,0.0
9078,Madurai,Weather,Foggy and Misty,Total number of Accidents,0.0
9079,Madurai,Weather,Foggy and Misty,Total Injured,0.0
9080,Madurai,Weather,Hail/Sleet,Greviously Injured,0.0
9081,Madurai,Weather,Hail/Sleet,Minor Injury,0.0
9082,Madurai,Weather,Hail/Sleet,Persons Killed,0.0
9083,Madurai,Weather,Hail/Sleet,Total number of Accidents,0.0
9084,Madurai,Weather,Hail/Sleet,Total Injured,0.0
9085,Madurai,Weather,Others,Greviously Injured,0.0
9086,Madurai,Weather,Others,Minor Injury,0.0
9087,Madurai,Weather,Others,Persons Killed,0.0
9088,Madurai,Weather,Others,Total number of Accidents,0.0
9089,Madurai,Weather,Others,Total Injured,0.0
9090,Madurai,Weather,Rainy,Greviously Injured,0.0
9091,Madurai,Weather,Rainy,Minor Injury,0.0
9092,Madurai,Weather,Rainy,Persons Killed,0.0
9093,Madurai,Weather,Rainy,Total number of Accidents,0.0
9094,Madurai,Weather,Rainy,Total Injured,0.0
9095,Madurai,Weather,Sunny/Clear,Greviously Injured,112.0
9096,Madurai,Weather,Sunny/Clear,Minor Injury,387.0
9097,Madurai,Weather,Sunny/Clear,Persons Killed,81.0
9098,Madurai,Weather,Sunny/Clear,Total number of Accidents,530.0
9099,Madurai,Weather,Sunny/Clear,Total Injured,499.0
9100,Mallapuram,Weather,Foggy and Misty,Greviously Injured,40.0
9101,Mallapuram,Weather,Foggy and Misty,Minor Injury,20.0
9102,Mallapuram,Weather,Foggy and Misty,Persons Killed,15.0
9103,Mallapuram,Weather,Foggy and Misty,Total number of Accidents,68.0
9104,Mallapuram,Weather,Foggy and Misty,Total Injured,60.0
9105,Mallapuram,Weather,Hail/Sleet,Greviously Injured,0.0
9106,Mallapuram,Weather,Hail/Sleet,Minor Injury,0.0
9107,Mallapuram,Weather,Hail/Sleet,Persons Killed,0.0
9108,Mallapuram,Weather,Hail/Sleet,Total number of Accidents,0.0
9109,Mallapuram,Weather,Hail/Sleet,Total Injured,0.0
9110,Mallapuram,Weather,Others,Greviously Injured,0.0
9111,Mallapuram,Weather,Others,Minor Injury,0.0
9112,Mallapuram,Weather,Others,Persons Killed,0.0
9113,Mallapuram,Weather,Others,Total number of Accidents,0.0
9114,Mallapuram,Weather,Others,Total Injured,0.0
9115,Mallapuram,Weather,Rainy,Greviously Injured,188.0
9116,Mallapuram,Weather,Rainy,Minor Injury,68.0
9117,Mallapuram,Weather,Rainy,Persons Killed,45.0
9118,Mallapuram,Weather,Rainy,Total number of Accidents,256.0
9119,Mallapuram,Weather,Rainy,Total Injured,256.0
9120,Mallapuram,Weather,Sunny/Clear,Greviously Injured,1140.0
9121,Mallapuram,Weather,Sunny/Clear,Minor Injury,372.0
9122,Mallapuram,Weather,Sunny/Clear,Persons Killed,187.0
9123,Mallapuram,Weather,Sunny/Clear,Total number of Accidents,1460.0
9124,Mallapuram,Weather,Sunny/Clear,Total Injured,1512.0
9125,Meerut,Weather,Foggy and Misty,Greviously Injured,9.0
9126,Meerut,Weather,Foggy and Misty,Minor Injury,94.0
9127,Meerut,Weather,Foggy and Misty,Persons Killed,58.0
9128,Meerut,Weather,Foggy and Misty,Total number of Accidents,134.0
9129,Meerut,Weather,Foggy and Misty,Total Injured,103.0
9130,Meerut,Weather,Hail/Sleet,Greviously Injured,3.0
9131,Meerut,Weather,Hail/Sleet,Minor Injury,31.0
9132,Meerut,Weather,Hail/Sleet,Persons Killed,6.0
9133,Meerut,Weather,Hail/Sleet,Total number of Accidents,18.0
9134,Meerut,Weather,Hail/Sleet,Total Injured,34.0
9135,Meerut,Weather,Others,Greviously Injured,7.0
9136,Meerut,Weather,Others,Minor Injury,196.0
9137,Meerut,Weather,Others,Persons Killed,185.0
9138,Meerut,Weather,Others,Total number of Accidents,348.0
9139,Meerut,Weather,Others,Total Injured,203.0
9140,Meerut,Weather,Rainy,Greviously Injured,3.0
9141,Meerut,Weather,Rainy,Minor Injury,18.0
9142,Meerut,Weather,Rainy,Persons Killed,21.0
9143,Meerut,Weather,Rainy,Total number of Accidents,37.0
9144,Meerut,Weather,Rainy,Total Injured,21.0
9145,Meerut,Weather,Sunny/Clear,Greviously Injured,5.0
9146,Meerut,Weather,Sunny/Clear,Minor Injury,121.0
9147,Meerut,Weather,Sunny/Clear,Persons Killed,79.0
9148,Meerut,Weather,Sunny/Clear,Total number of Accidents,188.0
9149,Meerut,Weather,Sunny/Clear,Total Injured,126.0
9150,Mumbai,Weather,Foggy and Misty,Greviously Injured,0.0
9151,Mumbai,Weather,Foggy and Misty,Minor Injury,0.0
9152,Mumbai,Weather,Foggy and Misty,Persons Killed,0.0
9153,Mumbai,Weather,Foggy and Misty,Total number of Accidents,0.0
9154,Mumbai,Weather,Foggy and Misty,Total Injured,0.0
9155,Mumbai,Weather,Hail/Sleet,Greviously Injured,0.0
9156,Mumbai,Weather,Hail/Sleet,Minor Injury,0.0
9157,Mumbai,Weather,Hail/Sleet,Persons Killed,0.0
9158,Mumbai,Weather,Hail/Sleet,Total number of Accidents,0.0
9159,Mumbai,Weather,Hail/Sleet,Total Injured,0.0
9160,Mumbai,Weather,Others,Greviously Injured,0.0
9161,Mumbai,Weather,Others,Minor Injury,0.0
9162,Mumbai,Weather,Others,Persons Killed,0.0
9163,Mumbai,Weather,Others,Total number of Accidents,0.0
9164,Mumbai,Weather,Others,Total Injured,0.0
9165,Mumbai,Weather,Rainy,Greviously Injured,0.0
9166,Mumbai,Weather,Rainy,Minor Injury,0.0
9167,Mumbai,Weather,Rainy,Persons Killed,0.0
9168,Mumbai,Weather,Rainy,Total number of Accidents,0.0
9169,Mumbai,Weather,Rainy,Total Injured,0.0
9170,Mumbai,Weather,Sunny/Clear,Greviously Injured,1297.0
9171,Mumbai,Weather,Sunny/Clear,Minor Injury,443.0
9172,Mumbai,Weather,Sunny/Clear,Persons Killed,349.0
9173,Mumbai,Weather,Sunny/Clear,Total number of Accidents,1812.0
9174,Mumbai,Weather,Sunny/Clear,Total Injured,1740.0
9175,Nagpur,Weather,Foggy and Misty,Greviously Injured,0.0
9176,Nagpur,Weather,Foggy and Misty,Minor Injury,0.0
9177,Nagpur,Weather,Foggy and Misty,Persons Killed,0.0
9178,Nagpur,Weather,Foggy and Misty,Total number of Accidents,0.0
9179,Nagpur,Weather,Foggy and Misty,Total Injured,0.0
9180,Nagpur,Weather,Hail/Sleet,Greviously Injured,0.0
9181,Nagpur,Weather,Hail/Sleet,Minor Injury,0.0
9182,Nagpur,Weather,Hail/Sleet,Persons Killed,0.0
9183,Nagpur,Weather,Hail/Sleet,Total number of Accidents,0.0
9184,Nagpur,Weather,Hail/Sleet,Total Injured,0.0
9185,Nagpur,Weather,Others,Greviously Injured,0.0
9186,Nagpur,Weather,Others,Minor Injury,0.0
9187,Nagpur,Weather,Others,Persons Killed,0.0
9188,Nagpur,Weather,Others,Total number of Accidents,0.0
9189,Nagpur,Weather,Others,Total Injured,0.0
9190,Nagpur,Weather,Rainy,Greviously Injured,0.0
9191,Nagpur,Weather,Rainy,Minor Injury,0.0
9192,Nagpur,Weather,Rainy,Persons Killed,0.0
9193,Nagpur,Weather,Rainy,Total number of Accidents,0.0
9194,Nagpur,Weather,Rainy,Total Injured,0.0
9195,Nagpur,Weather,Sunny/Clear,Greviously Injured,420.0
9196,Nagpur,Weather,Sunny/Clear,Minor Injury,332.0
9197,Nagpur,Weather,Sunny/Clear,Persons Killed,210.0
9198,Nagpur,Weather,Sunny/Clear,Total number of Accidents,773.0
9199,Nagpur,Weather,Sunny/Clear,Total Injured,752.0
9200,Nashik,Weather,Foggy and Misty,Greviously Injured,0.0
9201,Nashik,Weather,Foggy and Misty,Minor Injury,0.0
9202,Nashik,Weather,Foggy and Misty,Persons Killed,0.0
9203,Nashik,Weather,Foggy and Misty,Total number of Accidents,0.0
9204,Nashik,Weather,Foggy and Misty,Total Injured,0.0
9205,Nashik,Weather,Hail/Sleet,Greviously Injured,0.0
9206,Nashik,Weather,Hail/Sleet,Minor Injury,0.0
9207,Nashik,Weather,Hail/Sleet,Persons Killed,0.0
9208,Nashik,Weather,Hail/Sleet,Total number of Accidents,0.0
9209,Nashik,Weather,Hail/Sleet,Total Injured,0.0
9210,Nashik,Weather,Others,Greviously Injured,0.0
9211,Nashik,Weather,Others,Minor Injury,0.0
9212,Nashik,Weather,Others,Persons Killed,1.0
9213,Nashik,Weather,Others,Total number of Accidents,1.0
9214,Nashik,Weather,Others,Total Injured,0.0
9215,Nashik,Weather,Rainy,Greviously Injured,0.0
9216,Nashik,Weather,Rainy,Minor Injury,0.0
9217,Nashik,Weather,Rainy,Persons Killed,0.0
9218,Nashik,Weather,Rainy,Total number of Accidents,0.0
9219,Nashik,Weather,Rainy,Total Injured,0.0
9220,Nashik,Weather,Sunny/Clear,Greviously Injured,287.0
9221,Nashik,Weather,Sunny/Clear,Minor Injury,78.0
9222,Nashik,Weather,Sunny/Clear,Persons Killed,170.0
9223,Nashik,Weather,Sunny/Clear,Total number of Accidents,415.0
9224,Nashik,Weather,Sunny/Clear,Total Injured,365.0
9225,Patna,Weather,Foggy and Misty,Greviously Injured,87.0
9226,Patna,Weather,Foggy and Misty,Minor Injury,7.0
9227,Patna,Weather,Foggy and Misty,Persons Killed,60.0
9228,Patna,Weather,Foggy and Misty,Total number of Accidents,140.0
9229,Patna,Weather,Foggy and Misty,Total Injured,94.0
9230,Patna,Weather,Hail/Sleet,Greviously Injured,0.0
9231,Patna,Weather,Hail/Sleet,Minor Injury,0.0
9232,Patna,Weather,Hail/Sleet,Persons Killed,0.0
9233,Patna,Weather,Hail/Sleet,Total number of Accidents,0.0
9234,Patna,Weather,Hail/Sleet,Total Injured,0.0
9235,Patna,Weather,Others,Greviously Injured,0.0
9236,Patna,Weather,Others,Minor Injury,0.0
9237,Patna,Weather,Others,Persons Killed,0.0
9238,Patna,Weather,Others,Total number of Accidents,0.0
9239,Patna,Weather,Others,Total Injured,0.0
9240,Patna,Weather,Rainy,Greviously Injured,69.0
9241,Patna,Weather,Rainy,Minor Injury,3.0
9242,Patna,Weather,Rainy,Persons Killed,30.0
9243,Patna,Weather,Rainy,Total number of Accidents,88.0
9244,Patna,Weather,Rainy,Total Injured,72.0
9245,Patna,Weather,Sunny/Clear,Greviously Injured,72.0
9246,Patna,Weather,Sunny/Clear,Minor Injury,5.0
9247,Patna,Weather,Sunny/Clear,Persons Killed,91.0
9248,Patna,Weather,Sunny/Clear,Total number of Accidents,145.0
9249,Patna,Weather,Sunny/Clear,Total Injured,77.0
9250,Pune,Weather,Foggy and Misty,Greviously Injured,0.0
9251,Pune,Weather,Foggy and Misty,Minor Injury,0.0
9252,Pune,Weather,Foggy and Misty,Persons Killed,0.0
9253,Pune,Weather,Foggy and Misty,Total number of Accidents,0.0
9254,Pune,Weather,Foggy and Misty,Total Injured,0.0
9255,Pune,Weather,Hail/Sleet,Greviously Injured,0.0
9256,Pune,Weather,Hail/Sleet,Minor Injury,0.0
9257,Pune,Weather,Hail/Sleet,Persons Killed,0.0
9258,Pune,Weather,Hail/Sleet,Total number of Accidents,0.0
9259,Pune,Weather,Hail/Sleet,Total Injured,0.0
9260,Pune,Weather,Others,Greviously Injured,0.0
9261,Pune,Weather,Others,Minor Injury,0.0
9262,Pune,Weather,Others,Persons Killed,0.0
9263,Pune,Weather,Others,Total number of Accidents,0.0
9264,Pune,Weather,Others,Total Injured,0.0
9265,Pune,Weather,Rainy,Greviously Injured,0.0
9266,Pune,Weather,Rainy,Minor Injury,0.0
9267,Pune,Weather,Rainy,Persons Killed,0.0
9268,Pune,Weather,Rainy,Total number of Accidents,0.0
9269,Pune,Weather,Rainy,Total Injured,0.0
9270,Pune,Weather,Sunny/Clear,Greviously Injured,297.0
9271,Pune,Weather,Sunny/Clear,Minor Injury,91.0
9272,Pune,Weather,Sunny/Clear,Persons Killed,143.0
9273,Pune,Weather,Sunny/Clear,Total number of Accidents,482.0
9274,Pune,Weather,Sunny/Clear,Total Injured,388.0
9275,Raipur,Weather,Foggy and Misty,Greviously Injured,2.0
9276,Raipur,Weather,Foggy and Misty,Minor Injury,21.0
9277,Raipur,Weather,Foggy and Misty,Persons Killed,2.0
9278,Raipur,Weather,Foggy and Misty,Total number of Accidents,27.0
9279,Raipur,Weather,Foggy and Misty,Total Injured,23.0
9280,Raipur,Weather,Hail/Sleet,Greviously Injured,0.0
9281,Raipur,Weather,Hail/Sleet,Minor Injury,0.0
9282,Raipur,Weather,Hail/Sleet,Persons Killed,0.0
9283,Raipur,Weather,Hail/Sleet,Total number of Accidents,0.0
9284,Raipur,Weather,Hail/Sleet,Total Injured,0.0
9285,Raipur,Weather,Others,Greviously Injured,0.0
9286,Raipur,Weather,Others,Minor Injury,0.0
9287,Raipur,Weather,Others,Persons Killed,0.0
9288,Raipur,Weather,Others,Total number of Accidents,0.0
9289,Raipur,Weather,Others,Total Injured,0.0
9290,Raipur,Weather,Rainy,Greviously Injured,9.0
9291,Raipur,Weather,Rainy,Minor Injury,186.0
9292,Raipur,Weather,Rainy,Persons Killed,32.0
9293,Raipur,Weather,Rainy,Total number of Accidents,309.0
9294,Raipur,Weather,Rainy,Total Injured,195.0
9295,Raipur,Weather,Sunny/Clear,Greviously Injured,38.0
9296,Raipur,Weather,Sunny/Clear,Minor Injury,1038.0
9297,Raipur,Weather,Sunny/Clear,Persons Killed,448.0
9298,Raipur,Weather,Sunny/Clear,Total number of Accidents,1430.0
9299,Raipur,Weather,Sunny/Clear,Total Injured,1076.0
9300,Rajkot,Weather,Foggy and Misty,Greviously Injured,7.0
9301,Rajkot,Weather,Foggy and Misty,Minor Injury,6.0
9302,Rajkot,Weather,Foggy and Misty,Persons Killed,8.0
9303,Rajkot,Weather,Foggy and Misty,Total number of Accidents,21.0
9304,Rajkot,Weather,Foggy and Misty,Total Injured,13.0
9305,Rajkot,Weather,Hail/Sleet,Greviously Injured,80.0
9306,Rajkot,Weather,Hail/Sleet,Minor Injury,37.0
9307,Rajkot,Weather,Hail/Sleet,Persons Killed,62.0
9308,Rajkot,Weather,Hail/Sleet,Total number of Accidents,163.0
9309,Rajkot,Weather,Hail/Sleet,Total Injured,117.0
9310,Rajkot,Weather,Others,Greviously Injured,0.0
9311,Rajkot,Weather,Others,Minor Injury,0.0
9312,Rajkot,Weather,Others,Persons Killed,0.0
9313,Rajkot,Weather,Others,Total number of Accidents,0.0
9314,Rajkot,Weather,Others,Total Injured,0.0
9315,Rajkot,Weather,Rainy,Greviously Injured,69.0
9316,Rajkot,Weather,Rainy,Minor Injury,47.0
9317,Rajkot,Weather,Rainy,Persons Killed,31.0
9318,Rajkot,Weather,Rainy,Total number of Accidents,131.0
9319,Rajkot,Weather,Rainy,Total Injured,116.0
9320,Rajkot,Weather,Sunny/Clear,Greviously Injured,45.0
9321,Rajkot,Weather,Sunny/Clear,Minor Injury,33.0
9322,Rajkot,Weather,Sunny/Clear,Persons Killed,37.0
9323,Rajkot,Weather,Sunny/Clear,Total number of Accidents,117.0
9324,Rajkot,Weather,Sunny/Clear,Total Injured,78.0
9325,Srinagar,Weather,Foggy and Misty,Greviously Injured,0.0
9326,Srinagar,Weather,Foggy and Misty,Minor Injury,0.0
9327,Srinagar,Weather,Foggy and Misty,Persons Killed,0.0
9328,Srinagar,Weather,Foggy and Misty,Total number of Accidents,0.0
9329,Srinagar,Weather,Foggy and Misty,Total Injured,0.0
9330,Srinagar,Weather,Hail/Sleet,Greviously Injured,0.0
9331,Srinagar,Weather,Hail/Sleet,Minor Injury,0.0
9332,Srinagar,Weather,Hail/Sleet,Persons Killed,0.0
9333,Srinagar,Weather,Hail/Sleet,Total number of Accidents,0.0
9334,Srinagar,Weather,Hail/Sleet,Total Injured,0.0
9335,Srinagar,Weather,Others,Greviously Injured,0.0
9336,Srinagar,Weather,Others,Minor Injury,25.0
9337,Srinagar,Weather,Others,Persons Killed,2.0
9338,Srinagar,Weather,Others,Total number of Accidents,27.0
9339,Srinagar,Weather,Others,Total Injured,25.0
9340,Srinagar,Weather,Rainy,Greviously Injured,0.0
9341,Srinagar,Weather,Rainy,Minor Injury,4.0
9342,Srinagar,Weather,Rainy,Persons Killed,1.0
9343,Srinagar,Weather,Rainy,Total number of Accidents,5.0
9344,Srinagar,Weather,Rainy,Total Injured,4.0
9345,Srinagar,Weather,Sunny/Clear,Greviously Injured,0.0
9346,Srinagar,Weather,Sunny/Clear,Minor Injury,246.0
9347,Srinagar,Weather,Sunny/Clear,Persons Killed,42.0
9348,Srinagar,Weather,Sunny/Clear,Total number of Accidents,243.0
9349,Srinagar,Weather,Sunny/Clear,Total Injured,246.0
9350,Surat,Weather,Foggy and Misty,Greviously Injured,7.0
9351,Surat,Weather,Foggy and Misty,Minor Injury,1.0
9352,Surat,Weather,Foggy and Misty,Persons Killed,8.0
9353,Surat,Weather,Foggy and Misty,Total number of Accidents,14.0
9354,Surat,Weather,Foggy and Misty,Total Injured,8.0
9355,Surat,Weather,Hail/Sleet,Greviously Injured,0.0
9356,Surat,Weather,Hail/Sleet,Minor Injury,0.0
9357,Surat,Weather,Hail/Sleet,Persons Killed,0.0
9358,Surat,Weather,Hail/Sleet,Total number of Accidents,0.0
9359,Surat,Weather,Hail/Sleet,Total Injured,0.0
9360,Surat,Weather,Others,Greviously Injured,0.0
9361,Surat,Weather,Others,Minor Injury,0.0
9362,Surat,Weather,Others,Persons Killed,0.0
9363,Surat,Weather,Others,Total number of Accidents,0.0
9364,Surat,Weather,Others,Total Injured,0.0
9365,Surat,Weather,Rainy,Greviously Injured,62.0
9366,Surat,Weather,Rainy,Minor Injury,17.0
9367,Surat,Weather,Rainy,Persons Killed,30.0
9368,Surat,Weather,Rainy,Total number of Accidents,98.0
9369,Surat,Weather,Rainy,Total Injured,79.0
9370,Surat,Weather,Sunny/Clear,Greviously Injured,249.0
9371,Surat,Weather,Sunny/Clear,Minor Injury,87.0
9372,Surat,Weather,Sunny/Clear,Persons Killed,153.0
9373,Surat,Weather,Sunny/Clear,Total number of Accidents,463.0
9374,Surat,Weather,Sunny/Clear,Total Injured,336.0
9375,Thiruvanthapuram,Weather,Foggy and Misty,Greviously Injured,21.0
9376,Thiruvanthapuram,Weather,Foggy and Misty,Minor Injury,4.0
9377,Thiruvanthapuram,Weather,Foggy and Misty,Persons Killed,3.0
9378,Thiruvanthapuram,Weather,Foggy and Misty,Total number of Accidents,24.0
9379,Thiruvanthapuram,Weather,Foggy and Misty,Total Injured,25.0
9380,Thiruvanthapuram,Weather,Hail/Sleet,Greviously Injured,1.0
9381,Thiruvanthapuram,Weather,Hail/Sleet,Minor Injury,0.0
9382,Thiruvanthapuram,Weather,Hail/Sleet,Persons Killed,0.0
9383,Thiruvanthapuram,Weather,Hail/Sleet,Total number of Accidents,1.0
9384,Thiruvanthapuram,Weather,Hail/Sleet,Total Injured,1.0
9385,Thiruvanthapuram,Weather,Others,Greviously Injured,62.0
9386,Thiruvanthapuram,Weather,Others,Minor Injury,13.0
9387,Thiruvanthapuram,Weather,Others,Persons Killed,14.0
9388,Thiruvanthapuram,Weather,Others,Total number of Accidents,76.0
9389,Thiruvanthapuram,Weather,Others,Total Injured,75.0
9390,Thiruvanthapuram,Weather,Rainy,Greviously Injured,0.0
9391,Thiruvanthapuram,Weather,Rainy,Minor Injury,0.0
9392,Thiruvanthapuram,Weather,Rainy,Persons Killed,2.0
9393,Thiruvanthapuram,Weather,Rainy,Total number of Accidents,2.0
9394,Thiruvanthapuram,Weather,Rainy,Total Injured,0.0
9395,Thiruvanthapuram,Weather,Sunny/Clear,Greviously Injured,940.0
9396,Thiruvanthapuram,Weather,Sunny/Clear,Minor Injury,222.0
9397,Thiruvanthapuram,Weather,Sunny/Clear,Persons Killed,89.0
9398,Thiruvanthapuram,Weather,Sunny/Clear,Total number of Accidents,1111.0
9399,Thiruvanthapuram,Weather,Sunny/Clear,Total Injured,1162.0
9400,Thrissur,Weather,Foggy and Misty,Greviously Injured,0.0
9401,Thrissur,Weather,Foggy and Misty,Minor Injury,0.0
9402,Thrissur,Weather,Foggy and Misty,Persons Killed,0.0
9403,Thrissur,Weather,Foggy and Misty,Total number of Accidents,0.0
9404,Thrissur,Weather,Foggy and Misty,Total Injured,0.0
9405,Thrissur,Weather,Hail/Sleet,Greviously Injured,0.0
9406,Thrissur,Weather,Hail/Sleet,Minor Injury,0.0
9407,Thrissur,Weather,Hail/Sleet,Persons Killed,0.0
9408,Thrissur,Weather,Hail/Sleet,Total number of Accidents,0.0
9409,Thrissur,Weather,Hail/Sleet,Total Injured,0.0
9410,Thrissur,Weather,Others,Greviously Injured,0.0
9411,Thrissur,Weather,Others,Minor Injury,0.0
9412,Thrissur,Weather,Others,Persons Killed,0.0
9413,Thrissur,Weather,Others,Total number of Accidents,0.0
9414,Thrissur,Weather,Others,Total Injured,0.0
9415,Thrissur,Weather,Rainy,Greviously Injured,12.0
9416,Thrissur,Weather,Rainy,Minor Injury,13.0
9417,Thrissur,Weather,Rainy,Persons Killed,4.0
9418,Thrissur,Weather,Rainy,Total number of Accidents,15.0
9419,Thrissur,Weather,Rainy,Total Injured,25.0
9420,Thrissur,Weather,Sunny/Clear,Greviously Injured,1090.0
9421,Thrissur,Weather,Sunny/Clear,Minor Injury,517.0
9422,Thrissur,Weather,Sunny/Clear,Persons Killed,130.0
9423,Thrissur,Weather,Sunny/Clear,Total number of Accidents,1449.0
9424,Thrissur,Weather,Sunny/Clear,Total Injured,1607.0
9425,Tiruchirapalli,Weather,Foggy and Misty,Greviously Injured,0.0
9426,Tiruchirapalli,Weather,Foggy and Misty,Minor Injury,11.0
9427,Tiruchirapalli,Weather,Foggy and Misty,Persons Killed,2.0
9428,Tiruchirapalli,Weather,Foggy and Misty,Total number of Accidents,9.0
9429,Tiruchirapalli,Weather,Foggy and Misty,Total Injured,11.0
9430,Tiruchirapalli,Weather,Hail/Sleet,Greviously Injured,0.0
9431,Tiruchirapalli,Weather,Hail/Sleet,Minor Injury,0.0
9432,Tiruchirapalli,Weather,Hail/Sleet,Persons Killed,0.0
9433,Tiruchirapalli,Weather,Hail/Sleet,Total number of Accidents,0.0
9434,Tiruchirapalli,Weather,Hail/Sleet,Total Injured,0.0
9435,Tiruchirapalli,Weather,Others,Greviously Injured,0.0
9436,Tiruchirapalli,Weather,Others,Minor Injury,0.0
9437,Tiruchirapalli,Weather,Others,Persons Killed,0.0
9438,Tiruchirapalli,Weather,Others,Total number of Accidents,0.0
9439,Tiruchirapalli,Weather,Others,Total Injured,0.0
9440,Tiruchirapalli,Weather,Rainy,Greviously Injured,0.0
9441,Tiruchirapalli,Weather,Rainy,Minor Injury,38.0
9442,Tiruchirapalli,Weather,Rainy,Persons Killed,5.0
9443,Tiruchirapalli,Weather,Rainy,Total number of Accidents,32.0
9444,Tiruchirapalli,Weather,Rainy,Total Injured,38.0
